# Dynamic Settlements vanilla recipe ingredient replacements
# resultItemID	techStringID	ingredientID:amount,ingredientID:amount
leatherboots	workstation	leather:8
leathercarpet	carpenter	leather:1
leatherdashers	workstation	leather:10,wool:5
leatherglove	workstation	leather:10
leatherhood	ironanvil	clothpanel:1,string:1
leatherhood	workstation	leather:12
leathershirt	ironanvil	leather:1
leathershirt	workstation	leather:16
ledpanel	demonic	torch:5,wire:5,ironbar:2
lifeelixir	tungstenworkstation	lifequartz:10,sunflower:10,glassbottle:1
lifependant	tungstenworkstation	lifequartz:10,tungstenbar:4,regenpendant:1
livingshotty	fallenanvil	bioessence:1
luckycape	workstation	fuzzydice:1,noblehorseshoe:1
makeshiftboots	fallenanvil	dsanymetalplate:1,leather:1,fuelskull:1,pristinegear:1
makeshiftchestplate	fallenanvil	clothpanel:1,leather:1,string:1,fuelskull:1,pristinegear:3
makeshiftcrown	fallenanvil	dsanymetalplate:1,leather:1,fuelskull:1,pristinegear:1
makeshifteyepiece	fallenanvil	fuelskull:1,pristinegear:1
makeshiftfaceplating	fallenanvil	fuelskull:1,pristinegear:1
makeshifthat	fallenanvil	clothpanel:1,string:1,fuelskull:1,pristinegear:1
manica	tungstenworkstation	chainshirt:1,vambrace:1
maplebathtub	carpenter	maplelog:1
maplebed	carpenter	mapleplank:1,woodenshaft:1,clothpanel:1,string:1
maplebench	carpenter	mapleplank:1,woodenshaft:1,nail:1
maplebookshelf	carpenter	mapleplank:1,nail:1
maplecabinet	carpenter	mapleplank:1,nail:1,hinge:1
maplecandelabra	carpenter	maplelog:1,torch:1
maplechair	carpenter	mapleplank:1,woodenshaft:1,nail:1
maplechest	carpenter	mapleplank:1,nail:1,hinge:1
mapleclock	carpenter	mapleplank:1,clockworkmechanism:1,glass:1
mapledesk	carpenter	maplelog:1
mapledinnertable	carpenter	mapleplank:1,woodenshaft:1,nail:1
mapledisplay	carpenter	maplelog:1
mapledoublebed	carpenter	mapleplank:1,woodenshaft:1,clothpanel:1,string:1
mapledresser	carpenter	mapleplank:1,nail:1,hinge:1
maplemodulartable	carpenter	mapleplank:1,woodenshaft:1,nail:1
mapletoilet	carpenter	maplelog:1
messageinabottle	demonic	piratemap:1,glass:4
minecart	workstation	ironbar:10,anylog:10
minecarttrack	workstation	ironbar:1,anylog:1
myceliumaxe	tungstenanvil	myceliumplate:1,woodenshaft:1
myceliumboots	tungstenanvil	myceliumplate:1,leather:1
myceliumchestplate	tungstenanvil	myceliumplate:1,leather:1
myceliumgreatbow	tungstenanvil	myceliumshaft:1,string:1
myceliumhood	tungstenanvil	clothpanel:1,string:1
myceliumpickaxe	tungstenanvil	myceliumplate:1,woodenshaft:1
myceliumscarf	tungstenanvil	myceliumbar:1
myceliumshovel	tungstenanvil	myceliumplate:1,woodenshaft:1
mysteriousportal	demonic	demonicbar:4,batwing:4
nandgate	demonic	copperbar:1,wire:5
net	demonic	anylog:10,wool:5
nightmaretalisman	demonic	dreamcatcher:1,voidshard:10
nightpiercer	fallenanvil	bloodessence:1,nightsteelbar:1,phantomdust:1
nightrazorboomerang	fallenanvil	nightsteelplate:1,bloodessence:1,phantomdust:1
nightsteelboots	fallenanvil	nightsteelplate:1,leather:1,phantomdust:1
nightsteelchestplate	fallenanvil	nightsteelplate:1,leather:1,phantomdust:1
nightsteelcirclet	fallenanvil	nightsteelplate:1,leather:1,phantomdust:1
nightsteelhelmet	fallenanvil	nightsteelplate:1,leather:1,phantomdust:1
nightsteelmask	fallenanvil	nightsteelplate:1,leather:1,phantomdust:1
nightsteelveil	fallenanvil	clothpanel:1,string:1,phantomdust:1
norgate	demonic	copperbar:1,wire:5
oakbathtub	carpenter	oaklog:1
oakbed	carpenter	oakplank:1,woodenshaft:1,clothpanel:1,string:1
oakbench	carpenter	oakplank:1,woodenshaft:1,nail:1
oakbookshelf	carpenter	oakplank:1,nail:1
oakcabinet	carpenter	oakplank:1,nail:1,hinge:1
oakcandelabra	carpenter	oaklog:1,torch:1
oakchair	carpenter	oakplank:1,woodenshaft:1,nail:1
oakchest	carpenter	oakplank:1,nail:1,hinge:1
oakclock	carpenter	oakplank:1,clockworkmechanism:1,glass:1
oakdesk	carpenter	oaklog:1
oakdinnertable	carpenter	oakplank:1,woodenshaft:1,nail:1
oakdisplay	carpenter	oaklog:1
oakdoublebed	carpenter	oakplank:1,woodenshaft:1,clothpanel:1,string:1
oakdresser	carpenter	oakplank:1,nail:1,hinge:1
oakmodulartable	carpenter	oakplank:1,woodenshaft:1,nail:1
oaktoilet	carpenter	oaklog:1
obsidiancolumn	tungstencarpenter	obsidian:1
obsidiandoor	tungstenworkstation	obsidian:8
obsidianwall	tungstenworkstation	obsidian:2
oillantern	carpenter	coppershaft:1,glass:1,string:1
orbofslimes	fallenanvil	magicfocus:1,slimeessence:1,slimematter:1,slimeum:1
orgate	demonic	copperbar:1,wire:5
palmbathtub	carpenter	palmlog:1
palmbed	carpenter	palmplank:1,woodenshaft:1,clothpanel:1,string:1
palmbench	carpenter	palmplank:1,woodenshaft:1,nail:1
palmbookshelf	carpenter	palmplank:1,nail:1
palmcabinet	carpenter	palmplank:1,nail:1,hinge:1
palmcandelabra	carpenter	palmlog:1,torch:1
palmchair	carpenter	palmplank:1,woodenshaft:1,nail:1
palmchest	carpenter	palmplank:1,nail:1,hinge:1
palmclock	carpenter	palmplank:1,clockworkmechanism:1,glass:1
palmdesk	carpenter	palmlog:1
palmdinnertable	carpenter	palmplank:1,woodenshaft:1,nail:1
palmdisplay	carpenter	palmlog:1
palmdoor	workstation	palmlog:4
palmdoublebed	carpenter	palmplank:1,woodenshaft:1,clothpanel:1,string:1
palmdresser	carpenter	palmplank:1,nail:1,hinge:1
palmfloor	workstation	palmlog:1
palmmodulartable	carpenter	palmplank:1,woodenshaft:1,nail:1
palmtoilet	carpenter	palmlog:1
palmwall	workstation	palmlog:2
patchworkgrenadier	fallenanvil	fuelskull:1,pristinegear:1,radiatedessence:1
perfectstorm	fallenanvil	electrifiedmana:1,omnicrystal:1
phantomcaller	fallenanvil	bloodessence:1,nightsteelbar:1,phantomdust:1
phantompopper	fallenanvil	bloodessence:1,nightsteelbar:1,phantomdust:1
pharaohsheaddress	demonicanvil	runichood:1,clothhat:1,amethyst:1
pharaohsrobe	demonicanvil	clothpanel:1,string:1,runicchestplate:1,clothrobe:1
pharaohssandals	demonicanvil	goldplate:1,leather:1,runicboots:1,clothboots:1
phoenixboots	tungstenanvil	dsanymetalplate:1,leather:1,phoenixfeather:1,livingash:1,charredbark:1
phoenixcloak	tungstenanvil	clothpanel:1,string:1,phoenixfeather:1,livingash:1,charredbark:1
phoenixmask	tungstenanvil	dsanymetalplate:1,leather:1,phoenixfeather:1,livingash:1,charredbark:1
pinebathtub	carpenter	pinelog:1
pinebed	carpenter	pineplank:1,woodenshaft:1,clothpanel:1,string:1
pinebench	carpenter	pineplank:1,woodenshaft:1,nail:1
pinebookshelf	carpenter	pineplank:1,nail:1
pinecabinet	carpenter	pineplank:1,nail:1,hinge:1
pinecandelabra	carpenter	pinelog:1,torch:1
pinechair	carpenter	pineplank:1,woodenshaft:1,nail:1
pinechest	carpenter	pineplank:1,nail:1,hinge:1
pineclock	carpenter	pineplank:1,clockworkmechanism:1,glass:1
pinedesk	carpenter	pinelog:1
pinedinnertable	carpenter	pineplank:1,woodenshaft:1,nail:1
pinedisplay	carpenter	pinelog:1
pinedoor	workstation	pinelog:4
pinedoublebed	carpenter	pineplank:1,woodenshaft:1,clothpanel:1,string:1
pinedresser	carpenter	pineplank:1,nail:1,hinge:1
pinefloor	workstation	pinelog:1
pinemodulartable	carpenter	pineplank:1,woodenshaft:1,nail:1
pinetoilet	carpenter	pinelog:1
pinewall	workstation	pinelog:2
piratebanner	carpenter	clothpanel:1,woodenshaft:1,string:1,goldore:1
piratemap	demonic	mapfragment:4,coin:500
poisonarrow	demonicanvil	stonearrow:50,cavespidergland:1
potionbag	fallen	potionpouch:1,shadowessence:5,cryoessence:5,bioessence:5,primordialessence:5
pottedcactus1	carpenter	clay:1,cactussapling:1
pottedcactus2	carpenter	clay:1,cactussapling:1
pottedcactus3	carpenter	clay:1,cactussapling:1
pottedcactus4	tungstencarpenter	clay:1,cactussapling:1
pottedflower1	carpenter	clay:1,anygrassseed:1
pottedflower2	carpenter	clay:1,anygrassseed:1
pottedflower3	carpenter	clay:1,anygrassseed:1
pottedflower4	carpenter	clay:1,anygrassseed:1
pottedflower5	tungstencarpenter	clay:1,anygrassseed:1
pottedflower6	tungstencarpenter	clay:1,anygrassseed:1
pottedplant1	carpenter	clay:1,anygrassseed:1
pottedplant2	carpenter	clay:1,anygrassseed:1
pottedplant3	carpenter	clay:1,anygrassseed:1
pottedplant4	tungstencarpenter	clay:1,anygrassseed:1
pottedplant5	carpenter	clay:1,anygrassseed:1
pottedplant6	carpenter	clay:1,anygrassseed:1
pottedplant7	carpenter	clay:1,anygrassseed:1
prettybouquet	workstation	sunflower:1,firemone:1,iceblossom:1,coin:5000
purplecarpet	tungstencarpenter	wool:1,blackberry:1
pyromancy	fallenanvil	fuelskull:1,pristinegear:1,radiatedessence:1
quartzaxe	demonicanvil	quartzplate:1,woodenshaft:1,quartz:1
quartzboots	demonicanvil	quartzplate:1,leather:1,quartz:1
quartzchestplate	demonicanvil	quartzplate:1,leather:1,quartz:1
quartzcrown	demonicanvil	quartzplate:1,leather:1,quartz:1
quartzglaive	demonicanvil	quartzshaft:1,woodenshaft:1,quartz:1
quartzgreatsword	demonicanvil	quartzblade:1,dsanyshaft:1,quartz:1
quartzhelmet	demonicanvil	quartzplate:1,leather:1,quartz:1
quartzpickaxe	demonicanvil	quartzplate:1,woodenshaft:1,quartz:1
quartzshovel	demonicanvil	quartzplate:1,woodenshaft:1,quartz:1
quartzstaff	demonicanvil	dsanyshaft:1,magicfocus:1,quartz:1,voidshard:1
ravenbeakspear	fallenanvil	dsanymetalshaft:1,woodenshaft:1,ravenfeather:1,slimeessence:1
ravendoor	fallen	anystone:5,ravenfeather:1
ravenfloor	fallen	ravenfeather:2
ravenlordsboots	fallenanvil	dsanymetalplate:1,leather:1,ravenfeather:1,anytier2essence:1
ravenlordschestplate	fallenanvil	dsanymetalplate:1,leather:1,ravenfeather:1,anytier2essence:1
ravenlordsheaddress	fallenanvil	ravenfeather:1,anytier2essence:1
ravenwall	fallen	anystone:10,ravenfeather:1
ravenwinggreatsword	fallenanvil	dsanymetalblade:1,dsanyshaft:1,ravenfeather:1,bloodessence:1
reanimationbow	tungstenanvil	woodenshaft:1,string:1,necroticbow:1,bone:1
reaperscall	fallenanvil	shadowessence:1
reaperscythe	fallenanvil	shadowessence:1
redyarncarpet	tungstencarpenter	wool:1,chilipepper:1
refractor	fallenanvil	emerald:1,pearlescentdiamond:1,omnicrystal:1,crystalessence:1
regenpendant	workstation	goldbar:10,healthregenpotion:5
reinforcedkatana	tungstenanvil	katana:1,tungstenbar:1
revsword	fallenanvil	dsanymetalblade:1,dsanyshaft:1,fuelskull:1,pristinegear:1,radiatedessence:1
roastingstation	workstation	anylog:10
rocklever	demonic	anystone:10,wire:5
royalegg	demonic	demonicbar:4,frostshard:4,cavespidergland:4
rubycrown	fallenanvil	rubyplate:1,leather:1,ruby:1,pearlescentdiamond:1,omnicrystal:1
rubyshields	tungstenanvil	rubyplate:1,leather:1,ruby:1
rubystaff	tungstenanvil	dsanyshaft:1,magicfocus:1,ectoplasm:1,ruby:1
runicaxe	demonicanvil	runicplate:1,woodenshaft:1,runestone:1
runicboots	demonicanvil	runicplate:1,leather:1,runestone:1
runicchestplate	demonicanvil	runicarmorpanel:1,leather:1,string:1,runestone:1
runiccrown	demonicanvil	runicplate:1,leather:1,runestone:1
runichat	demonicanvil	clothpanel:1,string:1,runestone:1
runichelmet	demonicanvil	runicplate:1,leather:1,runestone:1
runichood	demonicanvil	clothpanel:1,string:1,runestone:1
runicpickaxe	demonicanvil	runicplate:1,woodenshaft:1,runestone:1
runicshovel	demonicanvil	runicplate:1,woodenshaft:1,runestone:1
sagegritmap	tungstenworkstation	mapfragment:4,ancientfossilbar:8
salvagestation	fallen	upgradeshard:10,alchemyshard:10
sandgraveltile	workstation	sandtile:1,anystone:1
sandknife	tungstenanvil	quartz:1,ancientfossilbar:1,wormcarapace:1
sandstonebrickfloor	demonic	sandstone:1
sandstonecolumn	carpenter	sandstone:1
sandstonedoor	demonic	sandstone:15
sandstonefloor	demonic	sandstone:1
sandstonepathtile	demonic	sandstone:2
sandstonepressureplate	demonic	sandstone:10,wire:5
sandstonewall	demonic	sandstone:5
sapphireeyepatch	fallenanvil	sapphire:1,pearlescentdiamond:1,omnicrystal:1
sapphirerevolver	demonicanvil	sapphire:1,goldbar:1
sapphirestaff	ironanvil	dsanyshaft:1,magicfocus:1,sapphire:1
scryingcards	demonic	prophecyslab:1,magicmanual:1
scryingmirror	fallen	primordialessence:20
sensorgate	demonic	ironbar:2,wire:10
settlementflag	workstation	anystone:50,goldbar:10,coin:1000
shadowbeam	fallenanvil	shadowessence:1
shadowbolt	tungstenanvil	ectoplasm:1,book:1
shadowboots	tungstenanvil	leather:1,string:1,ectoplasm:1,bone:1
shadowgate	tungstenworkstation	tungstenbar:4,ectoplasm:8,bone:8
shadowhat	tungstenanvil	clothpanel:1,string:1,ectoplasm:1,bone:1
shadowhood	tungstenanvil	clothpanel:1,string:1,ectoplasm:1,bone:1
shadowmantle	tungstenanvil	ectoplasm:1,bone:1
shardcannon	fallenanvil	demonicplate:1,dsanyplate:1,dsanyplank:1,sapphire:1,pearlescentdiamond:1,omnicrystal:1,crystalessence:1
sharkarmorboots	demonicanvil	dsanymetalplate:1,leather:1,ironboots:1,fins:1
sharkarmorchestplate	demonicanvil	dsanymetalplate:1,leather:1,ironchestplate:1,sharkscales:1
sharkarmorhelmet	demonicanvil	ironplate:1,leather:1,ironhelmet:1,sharktooth:1
sharktoothbullet	demonicanvil	metalcasing:1,groundfiremone:1,simplebullet:1,sharktooth:1
sharpshooterboots	tungstenanvil	ancientfossilplate:1,leather:1,wormcarapace:1
sharpshootercoat	tungstenanvil	ancientfossilbar:1,wormcarapace:1
sharpshooterhat	tungstenanvil	clothpanel:1,string:1,wormcarapace:1
shears	workstation	ironbar:10,anylog:1
shellofretribution	demonic	cactusshield:1,spidercharm:1
sickle	workstation	ironbar:10,anylog:1
sign	carpenter	dsanyplank:1
simplebullet	ironanvil	metalcasing:1,groundfiremone:1
siphonshield	fallenanvil	dsanyplank:1,leather:1,cryoessence:1
skeletonstaff	fallenanvil	dsanyshaft:1,magicfocus:1,primordialessence:1
slimeboots	fallenanvil	slimeplate:1,leather:1,slimematter:1,slimeum:1
slimechestplate	fallenanvil	slimearmorpanel:1,leather:1,string:1,slimematter:1,slimeum:1
slimeglaive	fallenanvil	slimeshaft:1,woodenshaft:1,slimeessence:1,slimematter:1,slimeum:1
slimegreatbow	fallenanvil	slimeshaft:1,string:1,slimeessence:1,slimematter:1,slimeum:1
slimegreatsword	fallenanvil	slimeblade:1,dsanyshaft:1,slimeessence:1,slimematter:1,slimeum:1
slimehat	fallenanvil	clothpanel:1,string:1,slimematter:1,slimeum:1
slimehelmet	fallenanvil	slimeplate:1,leather:1,slimematter:1,slimeum:1
slimestaff	fallenanvil	dsanyshaft:1,magicfocus:1,slimeessence:1,slimematter:1,slimeum:1
snowcandlepedestal	carpenter	wax:1,string:1,honey:1
snowstonebrickfloor	workstation	snowstone:1
snowstonecolumn	carpenter	snowstone:1
snowstonedoor	workstation	snowstone:15
snowstonefloor	workstation	snowstone:1
snowstonepathtile	workstation	snowstone:2
snowstonepressureplate	demonic	snowstone:10,wire:5
snowstonewall	workstation	snowstone:5
soldierboots	ironanvil	ironplate:1,leather:1,ironboots:1,leatherboots:1
soldiercap	ironanvil	ironhelmet:1,leatherhood:1,goldbar:1,wool:1
soldierchestplate	ironanvil	ironplate:1,leather:1,ironchestplate:1,leathershirt:1
soldierhelmet	ironanvil	ironplate:1,leather:1,ironhelmet:1,leatherhood:1
soulseedboots	tungstenanvil	dsanymetalplate:1,leather:1,ivyboots:1,ruby:1
soulseedchestplate	tungstenanvil	dsanymetalplate:1,leather:1,ivychestplate:1,caveglow:1
soulseedcrown	tungstenanvil	dsanymetalplate:1,leather:1,ivycirclet:1,caveglow:1,ruby:1
soundgate	demonic	ironbar:2,wire:10
sparkler	ironanvil	torch:1,ironbar:1,goldbar:1,anylog:1
spellstone	tungstenworkstation	sparegemstones:1,ectoplasm:10
spiderboomerang	ironanvil	spiderplate:1,cavespidergland:1
spiderboots	ironanvil	spiderplate:1,leather:1,cavespidergland:1
spidercastlecarpet	fallen	silk:1
spidercastledoor	fallen	spiderstone:15
spidercastlefloor	fallen	spiderstone:1
spidercastlewall	fallen	spiderstone:5
spiderchestplate	ironanvil	spiderplate:1,leather:1,cavespidergland:1
spiderhelmet	ironanvil	spiderplate:1,leather:1,cavespidergland:1
spideritearrow	fallenanvil	woodenshaft:1,spideriteplate:1,feather:1
spideritechestplate	fallenanvil	spideriteplate:1,leather:1,spidervenom:1
spideritecrown	fallenanvil	spideriteplate:1,leather:1,spidervenom:1
spideritegreaves	fallenanvil	spideriteplate:1,leather:1,spidervenom:1
spideritehat	fallenanvil	clothpanel:1,string:1,spidervenom:1
spideritehelmet	fallenanvil	spideriteplate:1,leather:1,spidervenom:1
spideritehood	fallenanvil	clothpanel:1,string:1,spidervenom:1
spiderstaff	ironanvil	dsanyshaft:1,magicfocus:1,cavespidergland:1
spikedbatboots	tungstenworkstation	vampiresgift:1,spikedboots:1
spikedboots	fallen	cryoessence:20
spikedfossil	demonic	demonicbar:4,ivybar:4,voidshard:4
spiriturn	tungstenworkstation	amber:8,dryadlog:8
sprinkler	demonicanvil	sapphire:1,sparkler:1
sprucebathtub	carpenter	sprucelog:1
sprucebed	carpenter	spruceplank:1,woodenshaft:1,clothpanel:1,string:1
sprucebench	carpenter	spruceplank:1,woodenshaft:1,nail:1
sprucebookshelf	carpenter	spruceplank:1,nail:1
sprucecabinet	carpenter	spruceplank:1,nail:1,hinge:1
sprucecandelabra	carpenter	sprucelog:1,torch:1
sprucechair	carpenter	spruceplank:1,woodenshaft:1,nail:1
sprucechest	carpenter	spruceplank:1,nail:1,hinge:1
spruceclock	carpenter	spruceplank:1,clockworkmechanism:1,glass:1
sprucedesk	carpenter	sprucelog:1
sprucedinnertable	carpenter	spruceplank:1,woodenshaft:1,nail:1
sprucedisplay	carpenter	sprucelog:1
sprucedoublebed	carpenter	spruceplank:1,woodenshaft:1,clothpanel:1,string:1
sprucedresser	carpenter	spruceplank:1,nail:1,hinge:1
sprucemodulartable	carpenter	spruceplank:1,woodenshaft:1,nail:1
sprucetoilet	carpenter	sprucelog:1
srlatchgate	demonic	norgate:2,wire:5
steelboat	demonic	spareboatparts:1,coin:500
steelgreycarpet	tungstencarpenter	wool:1,ironore:1
stonearrow	ironanvil	woodenshaft:1,stone:1,feather:1
stonebrickfloor	workstation	stone:1
stonecandlepedestal	carpenter	wax:1,string:1,honey:1
stonecolumn	carpenter	stone:1
stonedoor	workstation	stone:15
stonefence	workstation	stone:4
stonefencegate	workstation	stone:4,anylog:2
stonefloor	workstation	stone:1
stonepathtile	workstation	stone:2
stonepressureplate	demonic	stone:10,wire:5
stonetiledfloor	workstation	stone:1
stonewall	workstation	stone:5
stool	carpenter	dsanyplank:1,woodenshaft:1,nail:1,raspberry:1
storagebox	workstation	anylog:8
strawtile	workstation	wheat:1
swampcandlepedestal	carpenter	wax:1,string:1,honey:1
swampcandlestand	carpenter	wax:1,string:1
swampcandlestandduo	carpenter	wax:1,string:1
swampdwellerstaff	fallenanvil	dsanyshaft:1,magicfocus:1,bioessence:1
swampsgrasp	fallenanvil	bioessence:1
swampstonebrickfloor	demonic	swampstone:1
swampstonecolumn	carpenter	swampstone:1
swampstonedoor	demonic	swampstone:15
swampstonefloor	demonic	swampstone:1
swampstonepathtile	demonic	swampstone:2
swampstonepressureplate	demonic	swampstone:10,wire:5
swampstonewall	demonic	swampstone:5
templefirechalice	tungstencarpenter	deepsandstone:1,torch:1
tflipflopgate	demonic	norgate:1,andgate:1,wire:5
theravensnest	fallenanvil	ravenfeather:1,spideressence:1
thiefsboots	demonicanvil	dsanymetalplate:1,leather:1,goldboots:1,coin:1,sapphire:1
thiefscloak	demonicanvil	clothpanel:1,string:1,goldchestplate:1,voidshard:1,coin:1
thiefscowl	demonicanvil	goldhelmet:1,voidshard:1,sapphire:1
tikitorch	carpenter	torch:1,anylog:1
timergate	demonic	ironbar:2,wire:10
tnt	tungstenworkstation	dynamitestick:4,wire:10
toolbox	tungstenworkstation	constructionhammer:1,telescopicladder:1,toolextender:1,itemattractor:1
topazstaff	tungstenanvil	dsanyshaft:1,magicfocus:1,amber:1,topaz:1
torch	workstation	anylog:1,anysapling:1
trackerboot	workstation	leather:10,ironbar:2
trainingdummy	carpenter	anylog:1,wool:1
transmutationstation	fallen	anytier1essence:10,alchemyshard:10
travelercloak	demonic	mobilitycloak:1,fins:1
tungstenanvil	tungstenanvil	tungstenbar:6,quartz:8
tungstenaxe	tungstenanvil	tungstenplate:1,woodenshaft:1
tungstenboomerang	tungstenanvil	tungstenshaft:1
tungstenboots	tungstenanvil	tungstenplate:1,leather:1
tungstenbow	tungstenanvil	tungstenshaft:1,string:1
tungstencarpentersbench	tungstencarpenter	dsanyplank:1,woodenshaft:1,nail:1
tungstenchestplate	tungstenanvil	tungstenplate:1,leather:1
tungstendoublestreetlamp	tungstencarpenter	tungstenshaft:1,glass:1,string:1
tungstengreatbow	tungstenanvil	tungstenshaft:1,string:1,ectoplasm:1
tungstenhelmet	tungstenanvil	tungstenplate:1,leather:1
tungstenpickaxe	tungstenanvil	tungstenplate:1,woodenshaft:1
tungstenshield	tungstenanvil	tungstenplate:1,leather:1
tungstenshovel	tungstenanvil	tungstenplate:1,woodenshaft:1
tungstenspear	tungstenanvil	tungstenshaft:1,woodenshaft:1
tungstenstreetlamp	tungstencarpenter	tungstenshaft:1,glass:1,string:1
tungstensword	tungstenanvil	tungstenblade:1,dsanyshaft:1
tungstenworkstation	tungstenworkstation	tungstenbar:8,quartz:4
unlabeledpotion	tungstenanvil	necroticflask:1,sapphire:1,amethyst:1,ruby:1,emerald:1,battlepotion:1,attackspeedpotion:1,fireresistancepotion:1,thornspotion:1
upgradestation	fallen	upgradeshard:10,alchemyshard:10
vampiricbanner	fallencarpenter	clothpanel:1,woodenshaft:1,string:1,batwing:1,phantomdust:1
vampiriclamp	tungstenanvil	dsanymetalshaft:1,glass:1,string:1,genielamp:1,batwing:1,lifequartz:1
velourcarpet	tungstencarpenter	wool:1,eggplant:1
venomshower	fallenanvil	bioessence:1
venomslasher	fallenanvil	bioessence:1
venomstaff	ironanvil	dsanyshaft:1,magicfocus:1,cavespidergland:1
villagemap	demonic	mapfragment:2
voidboomerang	demonicanvil	voidshaft:1,voidshard:1
voidboots	demonicanvil	leather:1,string:1,voidshard:1
voidbullet	demonicanvil	metalcasing:1,groundfiremone:1,simplebullet:1,voidshard:1
voidcaller	demonic	demonicbar:4,voidshard:4
voidgreatbow	demonicanvil	voidshaft:1,string:1,voidshard:1
voidhat	demonicanvil	clothpanel:1,string:1,voidshard:1
voidmask	demonicanvil	voidplate:1,leather:1,voidshard:1
voidrobe	demonicanvil	clothpanel:1,string:1,voidshard:1
voidspear	demonicanvil	voidshaft:1,woodenshaft:1,voidshard:1
wallwindow	workstation	glass:5
waterlantern	carpenter	dsanymetalshaft:1,glass:1,string:1
webweaver	fallenanvil	spideressence:1,spideritebar:1,spidervenom:1
widowboots	tungstenanvil	myceliumplate:1,leather:1,cavespidergland:1
widowchestplate	tungstenanvil	myceliumplate:1,leather:1,cavespidergland:1
widowhelmet	tungstenanvil	myceliumplate:1,leather:1,cavespidergland:1
willowbathtub	carpenter	willowlog:1
willowbed	carpenter	willowplank:1,woodenshaft:1,clothpanel:1,string:1
willowbench	carpenter	willowplank:1,woodenshaft:1,nail:1
willowbookshelf	carpenter	willowplank:1,nail:1
willowcabinet	carpenter	willowplank:1,nail:1,hinge:1
willowcandelabra	carpenter	willowlog:1,torch:1
willowchair	carpenter	willowplank:1,woodenshaft:1,nail:1
willowchest	carpenter	willowplank:1,nail:1,hinge:1
willowclock	carpenter	willowplank:1,clockworkmechanism:1,glass:1
willowdesk	carpenter	willowlog:1
willowdinnertable	carpenter	willowplank:1,woodenshaft:1,nail:1
willowdisplay	carpenter	willowlog:1
willowdoor	workstation	willowlog:4
willowdoublebed	carpenter	willowplank:1,woodenshaft:1,clothpanel:1,string:1
willowdresser	carpenter	willowplank:1,nail:1,hinge:1
willowfloor	workstation	willowlog:1
willowmodulartable	carpenter	willowplank:1,woodenshaft:1,nail:1
willowtoilet	carpenter	willowlog:1
willowwall	workstation	willowlog:2
windboots	demonic	zephyrboots:1,forceofwind:1,runestone:4
wire	demonic	copperbar:1
woodaxe	ironanvil	dsanyplank:1,woodenshaft:1
woodaxe	workstation	anylog:8
woodboat	workstation	anylog:8
woodboomerang	ironanvil	woodenshaft:1
woodboomerang	workstation	anylog:10
woodbow	ironanvil	woodenshaft:1,string:1
woodbow	workstation	anylog:10
woodcolumn	carpenter	anylog:1
wooddoor	workstation	anylog:4
woodencandleset	tungstencarpenter	wax:1,string:1,honey:1
woodfence	workstation	anylog:2
woodfencegate	workstation	anylog:4
woodfishingrod	ironanvil	woodenshaft:1,string:1,metalhook:1
woodfishingrod	workstation	anylog:10,ironbar:1,anysapling:1
woodfloor	workstation	anylog:1
woodpathtile	workstation	anylog:2
woodpickaxe	ironanvil	dsanyplank:1,woodenshaft:1
woodpickaxe	workstation	anylog:8
woodpressureplate	demonic	anylog:5,wire:5
woodshield	ironanvil	ironplate:1,leather:1
woodshield	workstation	anylog:10,ironbar:2
woodshovel	ironanvil	dsanyplank:1,woodenshaft:1
woodshovel	workstation	anylog:8
woodspear	ironanvil	woodenshaft:1
woodspear	workstation	anylog:15
woodstaff	ironanvil	dsanyshaft:1,magicfocus:1,batwing:1
woodsword	ironanvil	woodenblade:1,dsanyshaft:1
woodsword	workstation	anylog:10
woodwall	workstation	anylog:2
woolcarpet	carpenter	wool:1
workstationduo	workstation	anylog:10
wrench	demonic	ironbar:10
xorgate	demonic	copperbar:1,wire:5
zephyrboots	workstation	leatherdashers:1,zephyrcharm:1
